InteractionID,InteractionType,Outcome,CustomerID,DateID
844,Product Inquiry,Pending,844,844
845,Feedback,Pending,845,845
846,Feedback,Closed,846,846
847,Product Inquiry,Pending,847,847
848,Feedback,Escalated,848,848
849,Support Call,Resolved,849,849
850,Feedback,Pending,850,850
851,Product Inquiry,Escalated,851,851
852,Product Inquiry,Pending,852,852
853,Product Inquiry,Escalated,853,853
854,Support Call,Resolved,854,854
855,Feedback,Escalated,855,855
856,Product Inquiry,Pending,856,856
857,Feedback,Pending,857,857
858,Feedback,Resolved,858,858
859,Support Call,Pending,859,859
860,Product Inquiry,Closed,860,860
861,Product Inquiry,Closed,861,861
862,Feedback,Resolved,862,862
863,Support Call,Closed,863,863
864,Product Inquiry,Escalated,864,864
865,Product Inquiry,Closed,865,865
866,Product Inquiry,Resolved,866,866
867,Feedback,Escalated,867,867
868,Support Call,Pending,868,868
869,Support Call,Closed,869,869
870,Feedback,Escalated,870,870
871,Product Inquiry,Pending,871,871
872,Support Call,Resolved,872,872
873,Product Inquiry,Pending,873,873
874,Feedback,Closed,874,874
875,Feedback,Closed,875,875
876,Feedback,Pending,876,876
877,Support Call,Escalated,877,877
878,Feedback,Closed,878,878
879,Product Inquiry,Closed,879,879
880,Support Call,Closed,880,880
881,Support Call,Pending,881,881
882,Support Call,Resolved,882,882
883,Support Call,Escalated,883,883
884,Product Inquiry,Closed,884,884
885,Support Call,Escalated,885,885
886,Feedback,Closed,886,886
887,Product Inquiry,Pending,887,887
888,Feedback,Escalated,888,888
889,Support Call,Resolved,889,889
890,Feedback,Pending,890,890
891,Product Inquiry,Pending,891,891
892,Feedback,Closed,892,892
893,Feedback,Escalated,893,893
894,Product Inquiry,Escalated,894,894
895,Feedback,Pending,895,895
896,Support Call,Closed,896,896
897,Feedback,Resolved,897,897
898,Feedback,Closed,898,898
899,Support Call,Pending,899,899
900,Support Call,Escalated,900,900
901,Product Inquiry,Escalated,901,901
902,Product Inquiry,Resolved,902,902
903,Product Inquiry,Closed,903,903
904,Product Inquiry,Pending,904,904
905,Support Call,Closed,905,905
906,Product Inquiry,Resolved,906,906
907,Feedback,Closed,907,907
908,Feedback,Escalated,908,908
909,Feedback,Closed,909,909
910,Support Call,Resolved,910,910
911,Support Call,Resolved,911,911
912,Product Inquiry,Pending,912,912
913,Product Inquiry,Pending,913,913
914,Product Inquiry,Escalated,914,914
915,Product Inquiry,Escalated,915,915
916,Feedback,Escalated,916,916
917,Support Call,Closed,917,917
918,Support Call,Escalated,918,918
919,Feedback,Resolved,919,919
920,Support Call,Closed,920,920
921,Feedback,Resolved,921,921
922,Product Inquiry,Escalated,922,922
923,Product Inquiry,Resolved,923,923
924,Feedback,Escalated,924,924
925,Feedback,Escalated,925,925
926,Feedback,Pending,926,926
927,Support Call,Resolved,927,927
928,Support Call,Pending,928,928
929,Support Call,Resolved,929,929
930,Support Call,Resolved,930,930
931,Product Inquiry,Pending,931,931
932,Product Inquiry,Resolved,932,932
933,Support Call,Resolved,933,933
934,Feedback,Escalated,934,934
935,Product Inquiry,Closed,935,935
936,Product Inquiry,Pending,936,936
937,Feedback,Closed,937,937
938,Product Inquiry,Closed,938,938
939,Product Inquiry,Pending,939,939
940,Support Call,Resolved,940,940
941,Product Inquiry,Resolved,941,941
942,Feedback,Closed,942,942
943,Feedback,Pending,943,943
944,Product Inquiry,Closed,944,944
945,Product Inquiry,Resolved,945,945
946,Product Inquiry,Pending,946,946
947,Support Call,Closed,947,947
948,Support Call,Escalated,948,948
949,Product Inquiry,Pending,949,949
950,Feedback,Closed,950,950
951,Product Inquiry,Escalated,951,951
952,Support Call,Resolved,952,952
953,Support Call,Escalated,953,953
954,Product Inquiry,Pending,954,954
955,Feedback,Resolved,955,955
956,Support Call,Escalated,956,956
957,Product Inquiry,Resolved,957,957
958,Support Call,Escalated,958,958
959,Product Inquiry,Resolved,959,959
960,Product Inquiry,Pending,960,960
961,Support Call,Closed,961,961
962,Support Call,Pending,962,962
963,Support Call,Closed,963,963
964,Feedback,Resolved,964,964
965,Support Call,Closed,965,965
966,Support Call,Closed,966,966
967,Feedback,Pending,967,967
968,Feedback,Pending,968,968
969,Support Call,Resolved,969,969
970,Product Inquiry,Resolved,970,970
971,Product Inquiry,Escalated,971,971
972,Support Call,Pending,972,972
973,Product Inquiry,Escalated,973,973
974,Feedback,Escalated,974,974
975,Feedback,Resolved,975,975
976,Feedback,Closed,976,976
977,Support Call,Escalated,977,977
978,Feedback,Resolved,978,978
979,Support Call,Resolved,979,979
980,Support Call,Closed,980,980
981,Feedback,Closed,981,981
982,Feedback,Resolved,982,982
983,Product Inquiry,Resolved,983,983
984,Feedback,Closed,984,984
985,Product Inquiry,Closed,985,985
986,Feedback,Escalated,986,986
987,Feedback,Pending,987,987
988,Feedback,Escalated,988,988
989,Product Inquiry,Closed,989,989
990,Product Inquiry,Resolved,990,990
991,Support Call,Pending,991,991
992,Feedback,Escalated,992,992
993,Support Call,Resolved,993,993
994,Feedback,Pending,994,994
995,Feedback,Escalated,995,995
996,Product Inquiry,Escalated,996,996
997,Product Inquiry,Pending,997,997
998,Support Call,Resolved,998,998
999,Feedback,Escalated,999,999
1000,Support Call,Escalated,1000,1000
1001,Support Call,Resolved,1001,1001
1002,Feedback,Resolved,1002,1002
1003,Feedback,Resolved,1003,1003
1004,Product Inquiry,Escalated,1004,1004
1005,Product Inquiry,Resolved,1005,1005
1006,Product Inquiry,Closed,1006,1006
1007,Product Inquiry,Resolved,1007,1007
1008,Feedback,Escalated,1008,1008
1009,Feedback,Resolved,1009,1009
1010,Feedback,Resolved,1010,1010
1011,Support Call,Closed,1011,1011
1012,Feedback,Closed,1012,1012
1013,Feedback,Pending,1013,1013
1014,Feedback,Closed,1014,1014
1015,Feedback,Escalated,1015,1015
1016,Feedback,Escalated,1016,1016
1017,Support Call,Closed,1017,1017
1018,Product Inquiry,Escalated,1018,1018
1019,Product Inquiry,Closed,1019,1019
1020,Feedback,Closed,1020,1020
1021,Support Call,Closed,1021,1021
1022,Support Call,Closed,1022,1022
1023,Product Inquiry,Resolved,1023,1023
1024,Feedback,Closed,1024,1024
1025,Support Call,Pending,1025,1025
1026,Support Call,Closed,1026,1026
1027,Product Inquiry,Resolved,1027,1027
1028,Product Inquiry,Escalated,1028,1028
1029,Product Inquiry,Resolved,1029,1029
1030,Product Inquiry,Escalated,1030,1030
1031,Feedback,Pending,1031,1031
1032,Support Call,Pending,1032,1032
1033,Support Call,Escalated,1033,1033
1034,Feedback,Resolved,1034,1034
1035,Feedback,Closed,1035,1035
1036,Support Call,Escalated,1036,1036
1037,Product Inquiry,Escalated,1037,1037
1038,Support Call,Resolved,1038,1038
1039,Product Inquiry,Closed,1039,1039
1040,Product Inquiry,Pending,1040,1040
1041,Product Inquiry,Escalated,1041,1041
1042,Support Call,Resolved,1042,1042
1043,Feedback,Closed,1043,1043
1044,Support Call,Pending,1044,1044
1045,Product Inquiry,Closed,1045,1045
1046,Support Call,Closed,1046,1046
1047,Support Call,Resolved,1047,1047
1048,Support Call,Resolved,1048,1048
1049,Product Inquiry,Pending,1049,1049
1050,Support Call,Resolved,1050,1050
1051,Product Inquiry,Resolved,1051,1051
1052,Feedback,Pending,1052,1052
1053,Support Call,Pending,1053,1053
1054,Feedback,Resolved,1054,1054
1055,Product Inquiry,Closed,1055,1055
1056,Product Inquiry,Escalated,1056,1056
1057,Product Inquiry,Closed,1057,1057
1058,Product Inquiry,Escalated,1058,1058
1059,Product Inquiry,Resolved,1059,1059
1060,Support Call,Pending,1060,1060
1061,Support Call,Closed,1061,1061
1062,Support Call,Escalated,1062,1062
1063,Support Call,Closed,1063,1063
1064,Support Call,Escalated,1064,1064
1065,Product Inquiry,Pending,1065,1065
1066,Feedback,Escalated,1066,1066
1067,Feedback,Escalated,1067,1067
1068,Support Call,Pending,1068,1068
1069,Feedback,Resolved,1069,1069
1070,Feedback,Resolved,1070,1070
1071,Support Call,Pending,1071,1071
1072,Support Call,Resolved,1072,1072
1073,Product Inquiry,Escalated,1073,1073
1074,Feedback,Closed,1074,1074
1075,Support Call,Pending,1075,1075
1076,Feedback,Pending,1076,1076
1077,Support Call,Escalated,1077,1077
1078,Support Call,Pending,1078,1078
1079,Product Inquiry,Escalated,1079,1079
1080,Support Call,Escalated,1080,1080
1081,Support Call,Escalated,1081,1081
1082,Product Inquiry,Pending,1082,1082
1083,Support Call,Escalated,1083,1083
1084,Product Inquiry,Closed,1084,1084
1085,Product Inquiry,Pending,1085,1085
1086,Product Inquiry,Escalated,1086,1086
1087,Support Call,Closed,1087,1087
1088,Feedback,Resolved,1088,1088
1089,Support Call,Pending,1089,1089
1090,Product Inquiry,Resolved,1090,1090
1091,Feedback,Resolved,1091,1091
1092,Product Inquiry,Resolved,1092,1092
1093,Feedback,Pending,1093,1093
1094,Feedback,Pending,1094,1094
1095,Feedback,Closed,1095,1095
1096,Support Call,Resolved,1096,1096
1097,Support Call,Closed,1097,1097
1098,Feedback,Escalated,1098,1098
1099,Support Call,Closed,1099,1099
1100,Product Inquiry,Escalated,1100,1100
1101,Product Inquiry,Escalated,1101,1101
1102,Product Inquiry,Closed,1102,1102
1103,Product Inquiry,Pending,1103,1103
1104,Support Call,Resolved,1104,1104
1105,Support Call,Closed,1105,1105
1106,Support Call,Pending,1106,1106
1107,Feedback,Escalated,1107,1107
1108,Product Inquiry,Pending,1108,1108
1109,Support Call,Escalated,1109,1109
1110,Product Inquiry,Closed,1110,1110
1111,Feedback,Escalated,1111,1111
1112,Feedback,Escalated,1112,1112
1113,Feedback,Escalated,1113,1113
1114,Feedback,Resolved,1114,1114
1115,Support Call,Closed,1115,1115
1116,Feedback,Closed,1116,1116
1117,Support Call,Pending,1117,1117
1118,Product Inquiry,Resolved,1118,1118
1119,Support Call,Pending,1119,1119
1120,Product Inquiry,Pending,1120,1120
1121,Support Call,Pending,1121,1121
1122,Feedback,Escalated,1122,1122
1123,Product Inquiry,Resolved,1123,1123
1124,Support Call,Escalated,1124,1124
1125,Product Inquiry,Resolved,1125,1125
1126,Support Call,Resolved,1126,1126
1127,Support Call,Resolved,1127,1127
1128,Product Inquiry,Pending,1128,1128
1129,Feedback,Resolved,1129,1129
1130,Support Call,Pending,1130,1130
1131,Support Call,Closed,1131,1131
1132,Support Call,Escalated,1132,1132
1133,Support Call,Escalated,1133,1133
1134,Product Inquiry,Pending,1134,1134
1135,Support Call,Pending,1135,1135
1136,Support Call,Resolved,1136,1136
1137,Support Call,Escalated,1137,1137
1138,Product Inquiry,Escalated,1138,1138
1139,Feedback,Escalated,1139,1139
1140,Product Inquiry,Closed,1140,1140
1141,Feedback,Pending,1141,1141
1142,Support Call,Closed,1142,1142
1143,Feedback,Closed,1143,1143
1144,Support Call,Pending,1144,1144
1145,Feedback,Resolved,1145,1145
1146,Feedback,Pending,1146,1146
1147,Support Call,Resolved,1147,1147
1148,Support Call,Resolved,1148,1148
1149,Feedback,Pending,1149,1149
1150,Feedback,Pending,1150,1150
1151,Support Call,Closed,1151,1151
1152,Product Inquiry,Escalated,1152,1152
1153,Product Inquiry,Pending,1153,1153
1154,Support Call,Pending,1154,1154
1155,Product Inquiry,Pending,1155,1155
1156,Product Inquiry,Resolved,1156,1156
1157,Feedback,Escalated,1157,1157
1158,Product Inquiry,Pending,1158,1158
1159,Product Inquiry,Escalated,1159,1159
1160,Support Call,Closed,1160,1160
1161,Feedback,Resolved,1161,1161
1162,Product Inquiry,Closed,1162,1162
1163,Feedback,Escalated,1163,1163
1164,Product Inquiry,Escalated,1164,1164
1165,Support Call,Closed,1165,1165
1166,Support Call,Resolved,1166,1166
1167,Product Inquiry,Escalated,1167,1167
1168,Support Call,Pending,1168,1168
1169,Feedback,Pending,1169,1169
1170,Feedback,Resolved,1170,1170
1171,Product Inquiry,Pending,1171,1171
1172,Feedback,Escalated,1172,1172
1173,Support Call,Escalated,1173,1173
1174,Support Call,Pending,1174,1174
1175,Support Call,Closed,1175,1175
1176,Product Inquiry,Resolved,1176,1176
1177,Support Call,Closed,1177,1177
1178,Product Inquiry,Resolved,1178,1178
1179,Support Call,Closed,1179,1179
1180,Product Inquiry,Escalated,1180,1180
1181,Feedback,Resolved,1181,1181
1182,Product Inquiry,Resolved,1182,1182
1183,Product Inquiry,Pending,1183,1183
1184,Product Inquiry,Escalated,1184,1184
1185,Support Call,Escalated,1185,1185
1186,Support Call,Closed,1186,1186
1187,Product Inquiry,Pending,1187,1187
1188,Support Call,Resolved,1188,1188
1189,Product Inquiry,Resolved,1189,1189
1190,Support Call,Resolved,1190,1190
1191,Support Call,Escalated,1191,1191
1192,Support Call,Pending,1192,1192
1193,Feedback,Pending,1193,1193
1194,Feedback,Escalated,1194,1194
1195,Product Inquiry,Pending,1195,1195
1196,Support Call,Escalated,1196,1196
1197,Feedback,Closed,1197,1197
1198,Product Inquiry,Resolved,1198,1198
1199,Support Call,Closed,1199,1199
1200,Product Inquiry,Closed,1200,1200
